"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"03/2018";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"125.572,53";"125.572,53";"0,00";
"05/2018";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"101.116,99";"101.116,99";"0,00";
"04/2018";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"119.828,05";"119.828,05";"0,00";
"01/2018";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"35.000,00";"0,00";"0,00";"0,00";
"09/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"61.595,62";"38.945,05";"8.314,06";
"06/2018";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"954.242,85";
"07/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"646.650,58";"684.908,20";"148.799,29";
"10/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"27.053,92";"49.704,49";"25.248,42";
"10/2018";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"707,07";
"06/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.747.041,99";"1.871.850,74";"177.657,10";
"11/2018";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.000.000,00";"0,00";"0,00";"6.883,37";
"01/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"10.100.000,00";"0,00";"0,00";"3.984.254,05";
"08/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"555.114,62";"568.296,18";"98.811,29";
"05/2018";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"3.417.363,66";
"01/2018";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"7.500.000,00";"0,00";"0,00";"0,00";
"04/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"70.404,09";"476.475,64";"457.856,56";
"11/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.884,39";"2.884,39";"27.512,30";
"08/2018";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"71.127,12";
"12/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"22.172.121,00";"20.680.129,00";"301,40";
"12/2018";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.514.499,71";"1.514.499,71";"0,00";
"02/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"10.166,78";"10.166,78";"1.671.269,15";
"03/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"3.998.706,46";"3.522.230,82";"662.157,48";
"07/2018";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"505.658,00";
"09/2018";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"8.940,07";
"05/2018";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"27.000.000,00";"2.211.908,77";"2.105.643,06";"171.161,89";
"07/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.815.983,75";
"02/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"625.000,00";"0,00";"0,00";"5.249.986,52";
"08/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.540.191,39";"1.540.191,39";"546.509,49";
"12/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"308.708,17";"361.597,11";"0,00";
"03/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.716.205,00";"0,00";"0,00";"3.769.898,51";
"09/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"12.500.000,00";"633.085,79";"633.085,79";"119.574,50";
"06/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"13.462,00";"13.462,00";"1.536.825,33";
"10/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.106.862,00";"953.895,68";"953.895,68";"763.611,54";
"11/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.215.959,18";"2.163.070,24";"729.005,59";
"01/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"68.518,75";
"05/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.084.998,26";
"04/2018";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"3.587.681,88";
"12/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"23.632,37";"44.775,57";"1.666,23";
"03/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"18.277,38";
"07/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"67.126,02";
"02/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"155.927,53";
"11/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"280.985,29";"453.191,96";"3.391,50";
"05/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.400.000,00";"0,00";"0,00";"32.220,58";
"08/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"494.442,79";"427.086,07";"33.526,15";
"09/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"538.878,89";"572.063,41";"- 355,84";
"04/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"72.027,85";
"01/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"183.579,77";
"06/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"97.277,10";
"10/2018";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"905.505,76";"746.328,09";"6.877,05";
"09/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"45.688,14";"45.688,14";"4.279,50";
"05/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"239.667,73";"351.325,40";"13.628,32";
"11/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"10.430,25";"10.430,25";"1.404,48";
"01/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.115,34";
"02/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.000.000,00";"0,00";"0,00";"0,00";
"07/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"81.246,29";"81.246,29";"0,00";
"10/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"151.179,99";"151.170,81";"14.731,56";
"12/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.710,57";"2.719,75";"0,00";
"06/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"352.000,00";"149.580,97";"325.090,63";"0,00";
"08/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"286.343,61";"286.343,61";"3.967,22";
"04/2018";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.069.341,63";"1.782.174,30";"7.308,69";
"10/2018";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"222.086,33";
"09/2018";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"181.838,86";
"04/2018";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"89.000,00";
"12/2018";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"95.000,00";
"07/2018";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"233.502,84";
"08/2018";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"173.461,67";
"06/2018";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.700,00";
"03/2018";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"18.000,00";
"11/2018";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"125.481,53";
