"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"04/2018";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"360.000,00";"32.533,90";"39.560,85";"115.904,00";
"09/2018";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"177.821,92";"159.825,91";"173.364,16";"0,00";
"07/2018";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"376.353,05";"107.523,69";"122.122,99";"2.665,20";
"10/2018";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"263.595,05";"232.964,85";"246.382,85";"28.204,30";
"06/2018";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"246.826,91";"34.341,74";"6.915,00";"0,00";
"02/2018";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"30.000,00";"25.807,29";"25.807,29";"304.007,35";
"12/2018";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 3.919,25";"371.715,22";"356.942,85";"141.370,32";
"01/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.781.166,67";"0,00";"0,00";"2.493.257,31";
"10/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"838.000,00";"811.683,59";"806.301,68";"1.697,01";
"12/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.526.335,00";"3.998.100,24";"3.989.795,99";"137.559,67";
"09/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"23.916,31";"16.214,63";"15.990,30";
"02/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"4.341,52";"4.341,52";"4.890.752,30";
"03/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"19.554.274,00";"1.714.601,97";"1.714.601,97";"1.849.140,68";
"05/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.874.880,38";"1.859.474,65";"78.135,41";
"08/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.038.461,50";"1.057.965,33";"25.572,88";
"11/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"836.559,33";"3.856.128,81";"3.871.716,40";"3.867,08";
"06/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.506.871,76";"2.489.223,93";"0,00";
"07/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"413.661,16";"424.706,89";"129.702,84";
"04/2018";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"70.000,00";"1.009.397,45";"1.009.397,45";"42.616,27";
"02/2018";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"150.431,70";
"11/2018";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"8.970,21";
"01/2018";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"92.529,70";
"04/2018";"2134 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA MULHER, DA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.203,20";"1.203,20";"0,00";
"02/2018";"2134 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA MULHER, DA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"865.000,00";"0,00";"0,00";"0,00";
"11/2018";"2134 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA MULHER, DA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"910.600,00";"28.003,82";"28.003,82";"0,00";
"12/2018";"2134 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA MULHER, DA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.967.687,38";"289.929,97";"289.929,97";"0,00";
"03/2018";"2134 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA MULHER, DA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.562,40";"1.562,40";"0,00";
"08/2018";"2134 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA MULHER, DA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"124.488,00";"124.488,00";"0,00";
"10/2018";"2134 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA MULHER, DA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"930,60";"930,60";"0,00";
"07/2018";"2134 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA MULHER, DA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"87.141,60";"87.141,60";"0,00";
"05/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"700.000,00";"32.889.719,70";"18.467.588,15";"754.839,76";
"02/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"11.689.878,65";"1.159.154,47";"0,00";"8.543.516,19";
"03/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"117.054.586,12";"11.871.933,99";"10.885.917,92";"14.933.950,35";
"04/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"15.158.127,49";"13.438.051,07";"2.318.732,27";
"01/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"10.004.288,02";"60.000,00";"60.000,00";"17.966.880,22";
"10/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"70.762.075,83";"24.135.517,90";"20.935.829,20";"508.734,88";
"07/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"840.000,00";"18.441.070,69";"14.804.189,16";"372.400,88";
"08/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"17.010.264,88";"21.690.710,72";"603.334,31";
"06/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"24.183.075,23";"40.150.726,73";"3.601.956,04";
"11/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"205.000,00";"16.904.905,84";"16.355.873,88";"325.852,52";
"12/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"23.988.120,10";"48.880.645,03";"54.447.886,57";"19.559,17";
"09/2018";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"34.818.748,37";"3.396.131,14";"2.853.772,96";"- 645.609,95";
"04/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.023,80";"0,00";"0,00";"326.364,15";
"05/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"936,50";"0,00";"0,00";"0,00";
"06/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"4.610,30";"4.610,30";"7.918.368,06";
"02/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"26.486,11";
"11/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"20.506,00";"1.350,00";"0,00";"152.638,25";
"07/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.359,00";"0,00";"0,00";"2.759.775,27";
"03/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.392.004,30";
"01/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"25.984,90";
"09/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"325.195,97";
"08/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"836.276,95";
"10/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"215.775,65";
"12/2018";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"89.738,00";"15.950,00";"17.300,00";"301.918,84";
"02/2018";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"465.000,00";"153.482,43";"153.482,43";"0,00";
