"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2019";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"27.117.351,37";"5.085.339,22";"6.452.496,39";"3.978.430,25";
"10/2019";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"7.323.529,32";"7.462.082,29";"7.934.308,77";"628.730,46";
"07/2019";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"16.717.011,48";"16.153.002,41";"13.731.295,30";"250.592,34";
"08/2019";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"7.840.635,23";"15.090.187,19";"53.619,50";
"04/2019";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"20.105.726,81";"8.274.927,83";"5.993.849,97";"1.358.492,21";
"06/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"23.152,74";
"03/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"59.669,58";
"08/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"16.356,37";
"04/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"17.650,00";
"09/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.692,05";
"12/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"6.927,07";
"10/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"6.933,83";
"05/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"30.944,80";
"07/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"19.574,36";
"02/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"12.800,91";
"01/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"21.945,74";
"11/2019";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"13.943,55";
"03/2019";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"65.501,63";"65.501,63";"0,00";
"05/2019";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"434.498,37";"0,00";"0,00";"0,00";
"12/2019";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"137.357,77";"137.357,77";"0,00";
"02/2019";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"65.501,63";"0,00";"0,00";"0,00";
"06/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"450,00";"450,00";"612.864,47";
"02/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"831.324,64";
"11/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"8.420,00";"224.769,95";
"03/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"7.380,50";"0,00";"0,00";"26.003,43";
"05/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"401.265,00";"1.265,00";"2.277,00";"10.834,31";
"02/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"20.000.000,00";"0,00";"0,00";"4.549.701,41";
"09/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"19.820,00";"900,00";"3.150,00";"20.700,02";
"06/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"6.159,19";
"03/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"20.900.000,00";"0,00";"0,00";"1.925.186,23";
"09/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"322.510,68";"211.111,68";"0,00";
"08/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"376.199,78";"376.199,78";"0,00";
"11/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"495.399,22";"58.949,25";"0,00";
"01/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"4.336.333,09";
"10/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"6.000,00";"8.420,00";"0,00";"31.719,21";
"04/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.880,50";"1.868,50";"2.072,29";
"12/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.000.000,00";"4.386.125,11";"4.663.679,06";"0,00";
"01/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.607.201,49";
"10/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"20.000.000,00";"5.494.885,47";"5.579.481,54";"0,00";
"08/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"977,50";"398.480,73";"396.230,73";"378.851,30";
"07/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"3.362.478,54";"3.362.478,54";"700,62";
"04/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 20.000.000,00";"0,00";"0,00";"814.025,30";
"12/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"85.384,30";"12.047,00";"12.047,00";"19.896,33";
"07/2019";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"900,00";"900,00";"4.620,16";
"05/2019";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"110.320,10";"110.320,10";"509.407,77";
"11/2019";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"22.275,90";
"06/2019";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"4.318.993,56";
