"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2016";"2038 - DEMOCRACIA E APERFEICOAMENTO DA GESTAO PUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.117.240,93";"1.107.738,32";"0,00";
"11/2016";"2038 - DEMOCRACIA E APERFEICOAMENTO DA GESTAO PUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"38.917,21";"70.251,44";"0,00";
"06/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.213.088,29";
"10/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"220.630,41";
"01/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.789.700,73";
"12/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.047.232,11";
"04/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"17.170.276,59";
"07/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.627.214,80";
"11/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.217.791,91";
"08/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"11.517,99";
"02/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"17.762.723,56";
"05/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"50.790,17";
"03/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"7.828.880,57";
"09/2016";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"53.401,86";
"11/2016";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 90.847,22";"- 58.339,97";"- 58.339,97";"0,00";
"06/2016";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"22.648,87";"22.648,87";"0,00";
"09/2016";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"16.693,25";"16.693,25";"16.693,25";"0,00";
"03/2016";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"50,00";"0,00";"0,00";"0,00";
"04/2016";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"210.975,41";"177.848,61";"177.848,61";"0,00";
"05/2016";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"60.290,96";"22.311,64";"22.311,64";"0,00";
"08/2016";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"41.646,72";"41.646,72";"41.646,72";"0,00";
"12/2016";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 16.000,00";"0,00";"0,00";"0,00";
"05/2016";"0310 - GESTÃO DA POLÍTICA DE DESENVOLVIMENTO URBANO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.098,20";
"06/2016";"2048 - MOBILIDADE URBANA E TRANSITO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.535.601,33";
"05/2016";"2048 - MOBILIDADE URBANA E TRANSITO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.357.316,01";
"10/2016";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"6.224,40";
"11/2016";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"300.000,00";"0,00";"0,00";"14.033,40";
"02/2016";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"4.041.774,75";
"08/2016";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"10.830,00";
"09/2016";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"25.148,40";
"06/2016";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"324.121,37";
"07/2016";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"10.613,40";
"05/2016";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"690.031,05";
"03/2016";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"758.634,98";
"04/2016";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"10.350,72";
"06/2016";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.509.491,29";"1.665.158,29";"1.665.158,29";"0,00";
"07/2016";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"205.060,03";"272.019,13";"272.019,13";"4.702,50";
"12/2016";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"549,08";
"05/2016";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.242.414,50";"5.654.063,44";"5.654.063,44";"92.242,61";
"01/2016";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"839.210,45";
"03/2016";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"118.330,80";"77.718,30";"77.718,30";"2.465.178,76";
"09/2016";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"51.510,00";"51.510,00";"51.510,00";"37.670,70";
"04/2016";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.731.859,04";"138.196,50";"138.196,50";"- 242.302,70";
"02/2016";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"41.239,50";"41.239,50";"41.239,50";"358.673,50";
"07/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"93.983,77";"234.462,51";"50.006,88";
"11/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"300.000,00";"12.380,62";"12.380,62";"185.416,12";
"09/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"249.822,25";"321.267,51";"43.868,83";
"04/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"381.520,15";"0,00";"820.452,01";
"02/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.318.422,21";
"08/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"244.311,35";"148.703,77";"136.271,77";
"01/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"525.275,89";
"06/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"477.295,93";"1.209.968,73";"308.621,41";
"10/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 347.770,10";"8.138,76";"126.284,85";"23.305,84";
"05/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"956.367,96";"370.752,80";"1.031.625,02";
"12/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"83.903,86";"83.903,86";"904,67";
"03/2016";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.000.000,00";"0,00";"0,00";"539.299,99";
"03/2016";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"125.398,26";
"08/2016";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"59.046,15";
"06/2016";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"18.837,04";
"05/2016";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"107.393,57";
"07/2016";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"99.262,00";
"02/2016";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.866,86";
"04/2016";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"43.888,39";
"12/2016";"2132 - PROGRAMA DE GESTAO E MANUTENCAO DAS MULHERES, DA IGUALDADE R";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"306.159,60";"212.353,90";"212.353,90";"0,00";
"07/2016";"2132 - PROGRAMA DE GESTAO E MANUTENCAO DAS MULHERES, DA IGUALDADE R";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"23.433,38";"23.433,38";"0,00";
"09/2016";"2132 - PROGRAMA DE GESTAO E MANUTENCAO DAS MULHERES, DA IGUALDADE R";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"4.092,00";"4.092,00";"0,00";
"05/2016";"2132 - PROGRAMA DE GESTAO E MANUTENCAO DAS MULHERES, DA IGUALDADE R";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"23.433,38";"0,00";"0,00";"0,00";
"08/2016";"2132 - PROGRAMA DE GESTAO E MANUTENCAO DAS MULHERES, DA IGUALDADE R";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"105.880,04";"101.788,04";"101.788,04";"0,00";
"08/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"461.000,00";"55.698,92";"122.467,00";"69.775,61";
"12/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.830.847,00";"908.233,34";"1.369.170,75";"5.224,90";
"04/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"699.000,00";"62.436,71";"0,00";"74.323,10";
"11/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"489.331,53";"213.801,82";"0,00";
"01/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"493.484,70";
"06/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 1.000.000,00";"0,00";"99.584,85";"15.661,60";
"05/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"10.000.000,00";"7.691.755,90";"7.654.607,76";"643.233,83";
"02/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"87.147,46";
"07/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.802.973,13";"1.680.506,13";"0,00";
"09/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"370.000,00";"36.504,30";"56.768,72";"1.696,75";
"10/2016";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.250.000,00";"217.680,00";"67.706,80";"0,00";
"08/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.858.060,75";"1.858.060,75";"0,00";
"04/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"70.036,00";"94.153,86";"75.418,69";
"07/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"470.017,91";"490.318,02";"0,00";
"03/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"448.636,50";"424.518,64";"1.088,80";
"10/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"833.333,33";"487.297,16";"118.783,61";"0,00";
"05/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"6.388.889,22";"251.921,30";"231.621,19";"0,00";
"01/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"833.333,00";"0,00";"0,00";"470.803,31";
"06/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"216.389,41";"216.389,41";"0,00";
"11/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"831.688,54";"1.196.517,72";"0,00";
"02/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"8.333,67";"8.333,67";"2.187,09";
"12/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.318.816,12";"1.322.419,49";"0,00";
"09/2016";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"393.925,87";"393.925,87";"0,00";
"06/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.052.772,07";"1.052.772,07";"893.163,82";
"07/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"16.380,00";
"02/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.238.810,20";
"05/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"740.618,86";
"08/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.520,00";"0,00";"14.244,58";
"10/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.169.173,98";"1.169.173,98";"0,00";
"12/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.539.667,67";"780.173,93";"780.173,93";"10.181,20";
"03/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"769.833,83";"0,00";"0,00";"1.724.545,36";
"01/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"3.677.257,27";
"04/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.567.849,50";"0,00";"0,00";"1.480.995,85";
"09/2016";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"329.441,31";"330.961,31";"0,00";
"07/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"244.444,50";"136.505,30";"136.505,30";"44.400,00";
"11/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"226.232,84";"171.609,54";"37.129,90";"0,00";
"02/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"13.888,00";"0,00";"0,00";"411.967,40";
"09/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"204.452,14";"90.377,62";"40.036,42";"0,00";
"06/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"50.000,00";"23.316,65";"23.316,65";"0,00";
"03/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"106.054,57";"0,00";"36.953,62";
"01/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"124.667,00";"0,00";"0,00";"159.289,98";
"12/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 53,60";"452.951,73";"596.389,85";"0,00";
"04/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"197.290,80";"82.406,09";"188.460,66";"144.879,47";
"08/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"298.389,98";"301.346,63";"298.167,83";"0,00";
"10/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"156.827,05";"34.171,82";"77.071,82";"0,00";
"05/2016";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"262.970,00";"45.737,50";"45.737,50";"0,00";
"05/2016";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"3.581.076,50";"404.955,46";"45.490,73";
"02/2016";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.466.666,66";"0,00";"0,00";"605.761,21";
"04/2016";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"8.600.000,00";"676.810,41";"816.049,37";"88.315,55";
"08/2016";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"295.018,01";"2.292.325,79";"5.695,25";
"01/2016";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.520.245,12";
"10/2016";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.576.414,20";"1.576.414,20";"0,00";
