"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"04/2015";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"7.373.424,32";"6.583.457,66";"2.478.895,72";
"05/2015";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"11.675.950,15";"10.639.948,61";"1.575.309,02";
"12/2015";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"62.654.881,97";"11.694.076,94";"27.213.530,65";"0,00";
"02/2015";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"30.000.000,00";"0,00";"0,00";"4.333.391,39";
"10/2015";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"13.850.000,00";"10.824.560,51";"4.286.868,53";"0,00";
"01/2015";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"11.552.285,45";
"09/2015";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"9.499.999,00";"12.982.862,88";"3.774.844,29";"0,00";
"05/2015";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"50.000,00";"88.543,05";"88.543,05";"0,00";
"04/2015";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"308.363,54";"202.912,35";"202.912,35";"0,00";
"12/2015";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 2.524,50";"14.383,64";"14.383,64";"0,00";
"06/2015";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"30,00";"50.030,00";"50.030,00";"0,00";
"09/2015";"0225 - GESTÃO DA POLÍTICA DOS TRANSPORTES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.467,18";
"02/2015";"2048 - MOBILIDADE URBANA E TRANSITO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"558,60";
"12/2015";"2048 - MOBILIDADE URBANA E TRANSITO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"49.640,06";
"03/2015";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"120.704,87";
"11/2015";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"6.000.000,00";"0,00";"0,00";"0,00";
"03/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 600.000,00";"8.352,00";"8.352,00";"130.040,09";
"05/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"9.600.055,00";"217.643,24";"217.643,24";"28.966,97";
"04/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"157.663,97";"157.663,97";"340.951,28";
"06/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"552.443,70";"552.443,70";"7.211,26";
"10/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.257,28";
"11/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"5.100.071,56";"5.100.071,56";"3.186,01";
"08/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"624.852,94";"492.427,94";"440,89";
"12/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.536.717,16";"2.536.717,16";"0,00";
"09/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.002.313,17";"59.675,58";"59.675,58";"0,00";
"07/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"555,75";"555,75";"601,59";
"02/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"420.824,66";
"01/2015";"2061 - PREVIDENCIA SOCIAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"999.945,00";"0,00";"0,00";"276.564,75";
"10/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"3.459.099,15";"3.654.011,01";"30.179,26";
"08/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"11.000.000,00";"510.376,31";"510.376,31";"49.018,48";
"11/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"5.189.996,31";"4.454.866,08";"44.034,43";
"05/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"221.329,98";"54.193,23";"355.959,87";
"01/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"500.000,00";"0,00";"0,00";"1.000.770,40";
"07/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.200.000,00";"16.380,25";"16.380,25";"114.393,77";
"12/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.238.000,00";"31.039,16";"876.423,02";"18.294,28";
"03/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"72.266,22";"72.266,22";"494.953,12";
"09/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"150.000,00";"2.701.405,96";"2.396.240,47";"160.781,67";
"06/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"63.078,70";"230.215,45";"300.528,50";
"02/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.000.000,00";"0,00";"0,00";"1.289.684,47";
"04/2015";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"92.340,63";"92.340,63";"502.733,51";
"10/2015";"2102 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE DIREITOS HU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.500.000,00";
"05/2015";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"217,90";"0,00";"0,00";"0,00";
"08/2015";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"6.260,00";"6.260,00";"0,00";
"07/2015";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"6.260,00";"0,00";"0,00";"0,00";
"02/2015";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.464,10";"1.464,10";"1.464,10";"170.907,52";
"09/2015";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.866,86";"0,00";"0,00";"0,00";
"10/2015";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"14.595,55";"0,00";"0,00";"0,00";
"06/2015";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"217,90";"217,90";"0,00";
"11/2015";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"635.346,39";"14.595,55";"14.595,55";"0,00";
"12/2015";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"35.346,39";"35.346,39";"0,00";
"04/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"783.389,82";"777.711,28";"777.609,69";"0,00";
"05/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"90.133,14";"10.928,54";"2.625,00";"0,00";
"01/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.625,00";"0,00";"0,00";"8.040,93";
"03/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"16.390,70";
"02/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"13.507,38";
"11/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.273.978,30";"755.251,87";"1.032.164,40";"90.202,26";
"09/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.741.290,25";"2.420.012,28";"392.443,84";
"12/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.777.625,00";"262.988,25";"563.306,38";"68.447,30";
"07/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"8.005.251,00";"2.960.219,95";"2.960.219,95";"93.274,90";
"08/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.002.625,00";"4.439.947,87";"4.391.359,47";"464,42";
"06/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.625,00";"73.381,57";"81.685,11";"10.668,47";
"10/2015";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 263.479,30";"1.431.001,67";"1.129.707,86";"8.398,37";
"07/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"715.544,06";"756.656,54";"57.833,14";
"12/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.650.042,98";"1.899.326,12";"0,00";
"01/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.030.569,93";
"04/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"38.527,67";"47.058,46";"53.091,93";
"06/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"6.000.000,00";"109.069,32";"73.100,15";"17.644,71";
"10/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.490.531,94";"1.490.531,94";"0,00";
"05/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"29.136,57";"23.993,26";"20.944,14";
"09/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.846.431,38";"137.580,68";"153.864,14";"0,00";
"11/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.548.515,39";"2.001.204,12";"0,00";
"02/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.110.546,00";"0,00";"0,00";"727.716,23";
"08/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"43.022,62";"1.903.416,36";"1.887.132,90";"0,00";
"03/2015";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"8.530,79";"0,00";"972.227,11";
"01/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"4.576.252,81";
"10/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.000.000,00";"0,00";"0,00";"0,00";
"08/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"63.945,00";
"03/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"65.000,00";"0,00";"0,00";"169.777,41";
"06/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"11.158,86";
"12/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.400.000,00";"464.989,65";"464.989,65";"78.750,00";
"07/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"- 9.394,28";
"05/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.008.795,78";
"11/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.435.000,00";"472.322,83";"472.322,83";"0,00";
"09/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.500.000,00";"0,00";"0,00";"0,00";
"04/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"983.647,77";
"02/2015";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"3.743.392,98";
"09/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 42.755,00";"201.227,09";"151.874,81";"0,00";
"04/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"147.499,00";"49.159,18";"0,00";"0,00";
"02/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"147.499,00";"0,00";"0,00";"242.848,74";
"05/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"182.219,00";"126.205,33";"140.294,18";"15.137,00";
"03/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"147.499,00";"103.320,00";"0,00";"64.273,10";
"07/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"214.080,00";"217.799,35";"162.274,68";"380,00";
"12/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"298.079,12";"0,00";"0,00";
"01/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"147.499,00";"0,00";"0,00";"2.000,00";
"08/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"151.874,81";"226.799,35";"0,00";
"10/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 248.668,72";"171.510,18";"304.627,09";"0,00";
"06/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"907.705,00";"45.069,35";"12.185,00";"480,00";
"11/2015";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"291.248,83";"273.178,26";"68.110,18";"0,00";
"11/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.079.000,00";"1.492.729,02";"772.530,46";"0,00";
"05/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.000.000,00";"696.618,25";"0,00";"0,00";
"08/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.333.333,33";"3.407.079,22";"4.159.286,23";"2.081,64";
"09/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.140.273,05";"377.822,70";"35.112,00";
"04/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"916.666,67";"990.958,56";"1.183,62";"28.694,14";
"02/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.833.333,33";"1.088.896,46";"0,00";"1.363.784,62";
"07/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.851.000,00";"443.115,50";"436.540,50";"0,00";
"06/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.500.000,00";"2.449.946,97";"3.570.608,28";"8.447,40";
"12/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 1.312.377,47";"0,00";"2.735.345,75";"0,00";
"10/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"3.487.895,27";"2.613.021,13";"0,00";
"01/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"197.692,01";
"03/2015";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"916.666,67";"742.722,83";"1.273.896,46";"142.468,32";
"05/2015";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"7.300,00";"0,00";"0,00";"0,00";
"02/2015";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"203.800,22";
"01/2015";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"5.750,00";
"06/2015";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"7.300,00";"7.300,00";"0,00";
"03/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"833.333,00";"2.832.113,59";"2.832.113,59";"923,83";
"09/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.000.000,00";"516.021,55";"516.021,55";"0,00";
"05/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"309.802,82";"397.798,29";"7.244,39";
"11/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"355.351,10";"355.351,10";"0,00";
