"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"10/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"31.503,77";"31.503,77";"0,00";
"04/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"512.674,79";"424.679,32";"30.897,61";
"02/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.694.202,00";"0,00";"0,00";"54.968,91";
"06/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"365.918,66";"365.918,66";"15.927,79";
"08/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"188.602,24";"188.602,24";"0,00";
"12/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.300.000,00";"326.064,35";"326.064,35";"217,36";
"01/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"6.881,52";
"07/2015";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"139.495,81";"139.495,81";"0,00";
"01/2015";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"399,00";
"08/2015";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"577,35";
"07/2015";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.633,40";
"05/2015";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.487,70";
"03/2015";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"961,40";
"06/2015";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"681,49";
"04/2015";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"250.000,00";"0,00";"0,00";"0,00";
"12/2015";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"330.000,00";"90.000,00";"90.000,00";"0,00";
"09/2015";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"200.000,00";"0,00";"0,00";"0,00";
"02/2015";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"250.000,00";"250.000,00";"250.000,00";"0,00";
"06/2015";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"200.000,00";"155.500,00";"0,00";
"05/2015";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"459.000,00";"0,00";"0,00";"0,00";
"07/2015";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"50.000,00";"559.000,00";"559.000,00";"0,00";
"11/2015";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"220.000,00";"200.000,00";"200.000,00";"0,00";
"08/2015";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"44.500,00";"14.000,00";
"04/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.980,00";"5.980,00";"2.407,80";"2.900,00";
"10/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"29.711,70";"37.386,30";"39.314,46";"88.804,28";
"03/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"25.902,45";"3.844,45";"0,00";"452.721,29";
"06/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"16.620,00";"4.412,00";"15.700,00";
"07/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"36.700,00";"13.850,00";"20.158,00";"28.709,00";
"02/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"422.187,62";
"09/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"19.538,24";"14.828,16";"4.949,04";"4.305,00";
"12/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.174.071,00";"0,00";"0,00";"0,00";
"11/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"16.200,00";"0,00";"15.800,00";"0,00";
"05/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.612,00";"0,00";"3.236,65";"3.612,25";
"08/2015";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"8.225,26";"1.949,04";"2.900,00";"0,00";
"01/2015";"2117 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS COMUNICACO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.000,00";"0,00";"0,00";"0,00";
"10/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.645.934,82";"2.336.010,74";"1.872.311,68";"0,00";
"12/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"341.944,18";"0,00";
"11/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"45.174,55";"355.098,63";"373.013,26";"0,00";
"07/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"39.321,36";"186.246,83";"377.968,38";"93.704,09";
"09/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 915.537,19";"39.703,50";"0,00";"0,00";
"08/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"24.748,11";"16.903,73";"0,00";
"03/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"389.127,76";
"01/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"133.369,01";"0,00";"0,00";"226.208,20";
"05/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"133.369,01";"1.573,15";
"02/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"133.369,01";"0,00";"13.932,00";
"06/2015";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.551.737,45";"424.823,18";"224.263,85";"0,00";
"07/2015";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.427,87";
"01/2015";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.461.058,00";"0,00";"0,00";"194.190,54";
"03/2015";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.461.058,00";"13.193,10";"13.193,10";"546.267,76";
"06/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"51.030,71";"51.030,71";"0,00";"8.560,64";
"03/2015";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"14.795,26";
"07/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"90.291,84";"82.835,15";"51.030,71";"49.980,56";
"02/2015";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"65.665,82";
"08/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"813,96";"8.270,65";"90.291,84";"137.350,74";
"04/2015";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"7.997,92";"7.997,92";"7.997,92";"6.772,21";
"05/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.000.246,24";"246,24";"246,24";"5.578,26";
"08/2015";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.000.000,00";"0,00";"0,00";"0,00";
"10/2015";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"697,30";
"05/2015";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"974.039,00";"0,00";"0,00";"3.660.336,96";
"12/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"101.824,18";"964.768,87";"113.933,94";"- 100.132,42";
"11/2015";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"348.542,90";"348.542,90";"0,00";
"11/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.000.000,00";"0,00";"0,00";"149.218,15";
"08/2015";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.926,41";
"12/2015";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 200.393,00";"1.580.429,15";"1.580.429,15";"60.877,19";
"01/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.155.000,00";"0,00";"0,00";"0,00";
"04/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.097,96";"1.097,96";"1.097,96";"440.115,29";
"02/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"52.869,56";
"10/2015";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.603.845,00";"6.717.581,00";"6.717.581,00";"0,00";
"05/2015";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.371,50";
"02/2015";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.006.155,73";
"03/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"38.386,43";"38.386,43";"38.386,43";"555.493,36";
"09/2015";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"25.002,29";"25.002,29";"25.816,25";"51.603,25";
"04/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"754.061,76";"754.061,76";"2.193,36";
"05/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"9.000.000,00";"1.598.615,57";"1.598.615,57";"0,00";
"11/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.655.016,62";"2.265.633,15";"0,00";
"07/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"21.429.357,00";"2.785.375,43";"2.785.350,83";"0,00";
"09/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.755.858,85";"1.755.858,85";"0,00";
"02/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.000.000,00";"0,00";"0,00";"74.952,64";
"01/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.000.000,00";"0,00";"0,00";"2.645.977,07";
"03/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"737.467,20";"737.467,20";"14.321,73";
"08/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.038.715,00";"1.038.715,00";"0,00";
"12/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"10.000.000,00";"4.200.934,54";"4.200.934,54";"0,00";
"10/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.443.076,93";"832.460,40";"0,00";
"06/2015";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"809.587,20";"809.587,20";"0,00";
"02/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"916.666,00";"58.203,20";"58.203,20";"60.894,90";
"10/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"121.250,37";"121.250,37";"0,00";
"06/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"161.721,01";"231,00";"0,00";
"03/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"55.056,11";"55.056,11";"21.538,00";
"09/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"420,38";"149.761,85";"141.231,35";"0,00";
"11/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.043.550,24";"1.052.080,74";"0,00";
"04/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"62.629,61";"62.629,61";"176,00";
"01/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"916.666,00";"0,00";"0,00";"74.336,91";
"05/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"916.666,00";"49.278,77";"49.278,77";"85.522,80";
"07/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"18.755,43";"590.117,37";"659.231,00";"84.953,55";
"08/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.230.826,19";"997.021,04";"1.089.397,42";"0,00";
"12/2015";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"446.938,99";"446.938,99";"0,00";
"07/2015";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"8.004.000,00";"2.132.257,29";"3.550.145,21";"20.550,68";
"05/2015";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.000.000,00";"1.672.851,04";"976.934,21";"658.807,19";
"04/2015";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.624.601,02";
"11/2015";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.000.000,00";"0,00";"0,00";"0,00";
"06/2015";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.000.000,00";"2.789.107,08";"2.067.135,99";"0,00";
"09/2015";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 7.700.000,00";"33.000,00";"33.000,00";"0,00";
"10/2015";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.262.648,62";"4.256,00";"4.256,00";"0,00";
"03/2015";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"774.232,64";
"12/2015";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"5.004.880,98";"4.880,98";"0,00";
"01/2015";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.300.000,00";"0,00";"0,00";"0,00";
"09/2015";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"4.735,03";"4.735,03";"238.816,96";
"12/2015";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"6.032,73";"6.032,73";"0,00";
"08/2015";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 810.000,00";"0,00";"0,00";"0,00";
"02/2015";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"970.000,00";"0,00";"0,00";"2.230.377,12";
"11/2015";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.079,00";"2.079,00";"0,00";
"01/2015";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"970.000,00";"0,00";"0,00";"2.306.950,37";
"06/2015";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"3.371.133,71";
"07/2015";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"21.163,57";"21.163,57";"433.012,52";
"03/2015";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"970.000,00";"0,00";"0,00";"1.002.986,23";
"06/2015";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"6.000,00";"0,00";"0,00";"0,00";
"12/2015";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 494,66";"2.904,98";"2.904,98";"0,00";
"08/2015";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"24.200,00";"7.771,98";"7.771,98";"0,00";
"10/2015";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"10.000,00";"10.606,32";"10.606,32";"0,00";
"09/2015";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.000,00";"22.329,13";"22.329,13";"0,00";
"11/2015";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.800,00";"3.930,75";"3.930,75";"0,00";
"07/2015";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"565,35";"565,35";"0,00";
"04/2015";"1312 - PROMOÇÃO DA CAPACIDADE RESOLUTIVA E DA HUMANIZAÇÃO NA ATENÇÃ";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"13.413,37";
"03/2015";"1312 - PROMOÇÃO DA CAPACIDADE RESOLUTIVA E DA HUMANIZAÇÃO NA ATENÇÃ";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"19.687,46";
"05/2015";"1312 - PROMOÇÃO DA CAPACIDADE RESOLUTIVA E DA HUMANIZAÇÃO NA ATENÇÃ";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"26.602,17";
