"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2017";"2038 - DEMOCRACIA E APERFEICOAMENTO DA GESTAO PUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"13.214.248,02";"3.381.416,19";"3.306.934,27";"0,00";
"07/2017";"2038 - DEMOCRACIA E APERFEICOAMENTO DA GESTAO PUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.450.000,00";"4.787.230,35";"2.559.075,85";"0,00";
"06/2017";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"46.873,59";
"02/2017";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"79.797,41";
"07/2017";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"53.102,96";
"01/2017";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"128.932,48";
"10/2017";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"58.900,35";
"03/2017";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"357.491,72";
"05/2017";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"87.190,77";
"11/2017";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"65.520,98";
"12/2017";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"8.449,10";
"04/2017";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"54.021,65";
"12/2017";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"192.949,54";"193.140,80";"193.140,80";"0,00";
"01/2017";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"160.482,69";"135.055,99";"135.055,99";"0,00";
"02/2017";"2039 - GESTAO DA POLITICA ECONOMICA, GARANTIA DA ESTABILIDADE DO SI";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"38.000,19";"63.235,63";"63.235,63";"0,00";
"11/2017";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"22.054,35";
"10/2017";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"17.794,95";
"03/2017";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"12.613,51";
"07/2017";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"13.148,19";
"12/2017";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.999.998,00";"0,00";"0,00";"0,00";
"09/2017";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"20.219,69";
"06/2017";"2016 - POLITICAS PARA AS MULHERES: PROMOCAO DA IGUALDADE E ENFRENTA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"141.990,54";
"01/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"22.434,32";
"12/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.710,00";
"07/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.913,84";
"10/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"21.777,07";
"09/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"21.085,64";
"02/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"35.403,27";
"06/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"53.643,58";
"04/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"10.787,82";
"11/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"17.368,14";
"08/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"542,22";
"03/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"17.534,74";
"05/2017";"2101 - PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"172.480,12";
"02/2017";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"53.832,65";
"03/2017";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"55.470,22";
"08/2017";"2103 - PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.128,00";
"01/2017";"2132 - PROGRAMA DE GESTAO E MANUTENCAO DAS MULHERES, DA IGUALDADE R";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"255,70";
"02/2017";"2132 - PROGRAMA DE GESTAO E MANUTENCAO DAS MULHERES, DA IGUALDADE R";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"93.550,00";
"01/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"33.748,28";"0,00";"0,00";"228.126,00";
"04/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.020.328,62";"2.812,35";"2.703,51";"53.342,60";
"02/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"916.694,00";
"07/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.095.515,52";"886.356,07";"187.244,19";
"05/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"550.135,30";"3.702,74";"1.785,98";
"09/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"395.871,85";"436.290,68";"48.149,57";
"06/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.376.359,58";"137.982,47";"684.415,03";"340.852,96";
"03/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"25.000,00";"0,00";"0,00";"629.824,85";
"11/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.492.900,75";"229.585,69";"182.643,36";"36.655,96";
"10/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"353.090,28";"3.442,35";"205.702,31";"27.115,26";
"08/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"93.000,00";"663.750,25";"1.630.203,75";"188.350,61";
"12/2017";"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.735.591,22";"2.759.920,89";"2.806.999,22";"54.809,59";
"11/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"766.000,00";"788.011,72";"788.011,72";"0,00";
"12/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.428.460,04";"1.428.460,04";"0,00";
"02/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"777.777,77";"0,00";"0,00";"5.457,25";
"01/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.164.662,25";
"09/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"320.000,00";"99.302,69";"99.302,69";"0,00";
"10/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"800.000,00";"1.116.182,80";"1.116.182,80";"0,00";
"07/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"579.787,66";"580.938,02";"0,00";
"06/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"499.999,99";"- 138.217,46";"- 162.956,61";"0,00";
"05/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"518.614,89";"834.176,93";"834.176,93";"0,00";
"03/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"776.717,01";"393.232,99";"393.232,99";"29.829,08";
"08/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.372.191,86";"302.732,19";"326.320,98";"0,00";
"04/2017";"2106 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"517.714,89";"595.719,11";"595.719,11";"500.564,74";
"03/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 136.278,61";"106.964,19";"106.964,19";"1.507.544,62";
"04/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.266.589,86";"0,00";"0,00";"243.444,82";
"07/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"167.423,81";
"08/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"149.500,49";"149.500,49";"23.310,00";
"02/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.237.236,00";"0,00";"0,00";"1.939.689,67";
"11/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.021.485,00";"0,00";"224.201,55";"106.830,70";
"06/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"59.964,36";"59.964,36";"8.787,48";
"05/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"383.936,47";
"01/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"406.780,00";
"10/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"100.000,00";"891.677,48";"154.030,13";"0,00";
"12/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"157.266,29";"693.093,79";"0,00";
"09/2017";"2107 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.269.688,75";"22.381,70";"0,00";"366.001,20";
"08/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"97.292,46";"285.108,58";"130.123,96";"37.200,00";
"03/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"143.042,00";"85.617,91";"85.617,91";"21.610,00";
"05/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"442.086,00";"45.839,06";"66.330,17";"0,00";
"01/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"38.518,28";
"11/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"249.144,78";"100.793,57";"99.106,54";"0,00";
"04/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"12.375,00";"66.330,17";"0,00";"70.865,40";
"02/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"83.219,80";"0,00";"0,00";"116.575,10";
"10/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"133.711,94";"50.174,81";"206.577,78";"1.100,00";
"09/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"138.130,00";"97.785,18";"173.758,58";"0,00";
"06/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"393.509,82";"68.523,17";"45.839,06";"49.324,00";
"07/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"136.984,00";"122.973,96";"67.523,17";"380,00";
"12/2017";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"102.655,56";"281.536,28";"325.317,52";"0,00";
"06/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"500.000,00";"230.560,36";"208.325,62";"12.450,70";
"05/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"11.000,00";"3.184.434,13";"3.193.945,01";"363.919,03";
"01/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.144.444,44";"0,00";"0,00";"1.984.401,74";
"12/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.254.256,76";"2.365.800,49";"3.301.348,04";"0,00";
"04/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.796.666,68";"1.130.076,83";"1.117.990,95";"608.448,12";
"09/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"15.559.000,00";"4.126.238,02";"5.034.747,07";"40.511,53";
"07/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"214.439,53";"166.507,87";"4.554,16";
"02/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"932.748,82";"932.748,82";"3.777.761,16";
"11/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.787.160,00";"5.250.539,28";"4.982.407,89";"24.557,47";
"08/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.630.000,00";"3.447.514,73";"2.611.747,08";"24.518,40";
"03/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.928.888,88";"709.736,84";"709.736,84";"683.422,97";
"10/2017";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"257.840,00";"3.211.034,40";"2.543.618,24";"1.694,87";
"11/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"139.308,93";"3.919,03";"3.919,03";"0,00";
"08/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"79,77";"24.971,94";"24.971,94";"0,00";
"12/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"572.817,16";"0,00";"0,00";"0,00";
"09/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"462,69";"32.531,47";"32.531,47";"0,00";
"03/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"8.988.447,87";"12.104,20";"12.104,20";"903,30";
"05/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"270,00";"3.182.332,66";"3.182.332,66";"13.082,95";
"10/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"8.232,31";"11.478,74";"11.478,74";"0,00";
"06/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"5.539.412,02";"5.539.412,02";"0,00";
"07/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"39.953,25";"130.956,05";"130.956,05";"0,00";
"04/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"540,00";"0,00";"0,00";"643.138,59";
"02/2017";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"20.000,00";"0,00";"0,00";"0,00";
"07/2017";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"73.449.883,07";"44.103.760,17";"40.843.694,52";"1.566.760,71";
"06/2017";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"730.000,00";"23.985.230,66";"23.760.540,96";"1.169.874,33";
"09/2017";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.239.999,00";"13.028.137,58";"13.746.503,86";"327.301,75";
"10/2017";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"7.978.991,35";"14.626.060,10";"12.769.877,02";"416.942,54";
"08/2017";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"398.992,00";"32.959.730,71";"36.042.962,71";"71.680,77";
"05/2017";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"100.609.760,34";"23.080.495,74";"22.311.326,83";"2.866.747,32";
