"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"02/2014";"2108 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"132.907,00";"0,00";"0,00";"0,00";
"03/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"6.734.336,53";
"06/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.500.000,00";"3.982.189,23";"1.376.482,25";"63.893,88";
"07/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"5.189.842,89";"4.532.442,17";"74.369,37";
"04/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"8.630.000,00";"681.082,22";"612.049,37";"2.711.205,98";
"08/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.408.688,89";"5.671.796,59";"69.848,67";
"11/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"791.165,13";"791.165,13";"0,00";
"10/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"112.881,52";"112.881,52";"4.238,52";
"05/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"775.335,74";"844.368,59";"212.862,15";
"09/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"9.170.000,00";"1.167.630,99";"1.167.630,99";"25.843,67";
"01/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"132.471,28";
"12/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 3.970.013,45";"2.288.957,04";"2.091.265,03";"0,00";
"02/2014";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"3.900.285,03";
"06/2014";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"20.435,72";"20.435,72";"0,00";
"12/2014";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 200.000,00";"0,00";"0,00";"0,00";
"10/2014";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"81.508,07";"81.508,07";"0,00";
"11/2014";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"8.625,00";"8.625,00";"0,00";
"08/2014";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"17.000,00";"0,00";"0,00";"0,00";
"02/2014";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"534.500,00";"0,00";"0,00";"0,00";
"09/2014";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"25.625,00";"25.625,00";"0,00";
"03/2014";"2121 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA,";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"100.000,00";
"08/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.207.694,00";"2.571.116,76";"5.410.077,74";"0,00";
"01/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"6.496.363,48";
"07/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.350.000,00";"4.061.123,68";"4.974.856,86";"50.756,87";
"10/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.283,88";"1.283,88";"123.885,02";
"04/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.629.020,13";"1.629.020,13";"2.593.401,00";
"09/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"- 65.853,86";"- 63.010,74";"142.450,09";
"03/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"37.149,96";"123.419,43";"4.170.515,47";
"11/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 0,01";"186.940,49";"186.940,49";"68.784,36";
"06/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.450.000,00";"3.330.927,36";"2.253.711,41";"26.337,45";
"05/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.000.000,00";"6.406.744,24";"3.728.422,91";"261.436,46";
"02/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.800.000,00";"142.455,24";"56.185,77";"1.773,75";
"12/2014";"2112 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"58.017,16";"58.017,16";"0,00";
"07/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"5.651,09";
"09/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"172.215,27";"0,00";"3.855,14";
"12/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 414.235,18";"53.772,19";"0,00";"18.870,91";
"06/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.645.000,00";"0,00";"0,00";"768.791,23";
"02/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"3.114,34";
"03/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"386.881,90";
"01/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"546,25";
"10/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"179.325,83";"0,00";"16.627,57";
"04/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"56.874,87";
"08/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.632.337,88";"248.705,00";"96.583,10";
"11/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"54.015,72";"0,00";"7.538,23";
"05/2014";"2113 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"26.528,34";
"12/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 6.620,45";"126.662,26";"156.662,26";"0,00";
"07/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"120.000,00";"200.000,00";"200.000,00";"0,00";
"02/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"205.771,25";
"04/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"25.000,00";"0,00";"0,00";"0,00";
"06/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"660,75";
"10/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"14.000,00";"30.000,00";"0,00";"0,00";
"11/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"133.282,71";"0,00";"0,00";"0,00";
"03/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"200.000,00";"0,00";"0,00";"0,00";
"01/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"70.000,00";
"08/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"30.000,00";"0,00";"0,00";"0,00";
"09/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"120.000,00";"120.000,00";"0,00";
"05/2014";"2115 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"25.000,00";"25.000,00";"0,00";
"06/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"30.191,51";"0,00";"1.157.217,46";
"04/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"52.900,00";"0,00";"0,00";"4.946.880,28";
"01/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"125.097,31";"125.097,31";"110.047,09";"10.930.913,31";
"11/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"51.565,50";"649.133,02";"2.116.825,99";"13.568.249,39";
"05/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.900,00";"359.709,36";"0,00";"9.476.469,48";
"12/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"35.040,00";"190.399,72";"0,00";"32.482,88";
"02/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.081.508,60";"0,00";"15.050,22";"11.481.923,10";
"07/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.029.040,00";"34.630,06";"2.120,84";"6.799.284,07";
"09/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"763.596,08";"78.081,80";"155.139,75";
"10/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"268.795,28";"180,00";"0,00";
"08/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"61.956,90";"317.565,71";"56.800,00";"1.157.538,15";
"03/2014";"2116 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"27.694,33";
"02/2014";"2117 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS COMUNICACO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.119.268,17";"0,00";"0,00";"0,00";
"03/2014";"2117 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS COMUNICACO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 3.202.838,00";"0,00";"0,00";"0,00";
"01/2014";"2117 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS COMUNICACO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"283.569,83";"0,00";"0,00";"0,00";
"12/2014";"2117 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS COMUNICACO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 200.000,00";"0,00";"0,00";"0,00";
"11/2014";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"19.645,20";"19.645,20";"0,00";
"10/2014";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 800.000,00";"178.714,28";"178.714,28";"0,00";
"01/2014";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"302,66";
"07/2014";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.000.000,00";"0,00";"0,00";"0,00";
"12/2014";"2119 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"340.000,00";"909.791,83";"617.095,32";"0,00";
"09/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"627.934,64";"1.578.637,71";"8.480,46";
"08/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.947.412,27";"1.946.847,65";"0,00";
"11/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.814.207,00";"3.138.109,10";"3.138.074,90";"0,00";
"09/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"3.535.440,50";"3.535.440,50";"301.198,93";
"03/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"44.436,63";"44.436,63";"661.896,85";
"02/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"141.198,83";
"12/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 2.695.460,73";"39.990,06";"39.990,06";"0,00";
"12/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"488.065,35";"488.099,55";"0,00";
"06/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.000.000,00";"0,00";"0,00";"0,00";
"09/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"564,62";"0,00";
"01/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.900.000,00";"0,00";"0,00";"5.960.746,54";
"10/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"178.787,03";"206.125,17";"12.325,86";
"06/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"7.000.000,00";"4.643.603,55";"4.239.929,15";"19.933,52";
"04/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"6.000.000,00";"0,00";"0,00";"2.489.010,35";
"05/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"535,00";"535,00";"0,00";
"02/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"755.609,00";"0,00";"0,00";"6.657.067,98";
"07/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"365.511,82";"365.511,82";"238.041,40";
"10/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.408,31";"4.408,31";"4.408,31";"1.819,44";
"02/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"477.252,53";
"08/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 1.000.000,00";"2.069.101,63";"1.090.991,24";"136.991,07";
"03/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"91.471,11";
"11/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"18.616,78";"18.616,78";"5.864,54";
"01/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.927.777,66";"0,00";"0,00";"310.179,48";
"03/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.078.703,09";
"10/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"312.199,86";"312.199,86";"0,00";
"01/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.294.391,00";"0,00";"0,00";"714.228,02";
"04/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"27.829,59";"27.829,59";"27.829,59";"512.203,43";
"07/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.533.212,44";"2.936.841,60";"0,00";
"08/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"96.171,60";"96.171,60";"0,00";
"07/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"158.874,83";"158.874,83";"0,00";
"05/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 900.000,00";"100.341,57";"100.341,57";"118.124,01";
"11/2014";"2122 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"6.950.000,00";"0,00";"0,00";"0,00";
"06/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"1.900.000,00";"41.441,15";"41.441,15";"220.213,34";
"05/2014";"2111 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.154.310,01";
"12/2014";"2120 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"24.640,75";"24.640,75";"4.521,62";
"04/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"10.161.779,05";"10.161.779,05";"0,00";
"03/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.362.926,91";
"07/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"3.414.214,40";"3.346.210,60";"0,00";
"01/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"128.678,02";
"06/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"10.399.456,00";"2.119.818,00";"2.119.818,00";"0,00";
"12/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.550.465,38";"12.613,47";"12.613,47";"0,00";
"05/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.824.479,62";"1.824.479,62";"550.851,74";
"02/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"21.000.000,00";"0,00";"0,00";"640.444,07";
"08/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"12.435.933,06";"12.503.936,86";"0,00";
"10/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"447.956,25";"447.956,25";"0,00";
"09/2014";"2123 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO ESPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"887.127,53";"887.127,53";"0,00";
"02/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"240.000,00";"48.890,69";"48.890,69";"288.112,69";
