"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"9.760.000,00";"0,00";"0,00";"207.887,36";
"06/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"498.815,48";"498.815,48";"0,00";
"12/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"2.000.000,00";"269.790,07";"269.790,07";"0,00";
"09/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"129.510,66";"129.510,66";"34.214,51";
"04/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 4.258.413,00";"254.418,36";"254.418,36";"78.778,75";
"07/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"2.088.435,55";"2.088.435,55";"119.474,64";
"10/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"400.612,57";"400.612,57";"1.591,26";
"11/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"64.807,37";"64.807,37";"0,00";
"03/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"128.788,00";"128.788,00";"120.316,54";
"05/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"380.305,66";"380.305,66";"111.210,71";
"08/2014";"2125 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO PLANEJAMENT";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.040.070,38";"1.040.070,38";"937,16";
"01/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"15.000,00";"0,00";"0,00";"1.152.694,97";
"04/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"392.591,00";"392.591,00";"2.522.772,27";
"10/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"44.689,87";"44.689,87";"20.006,48";
"12/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"414.591,78";"414.591,78";"4.974,66";
"11/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"291.400,00";
"08/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"316.863,66";"316.863,66";"431.321,02";
"02/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.492.511,03";
"05/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"376,99";"376,99";"220.880,71";
"03/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.800.000,00";"0,00";"0,00";"1.933.719,57";
"06/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"9.200.000,00";"57.900,95";"57.900,95";"1.321.001,79";
"09/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"331.623,20";"331.623,20";"118.926,06";
"07/2014";"2127 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO TRABALHO E";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"3.250.000,00";"10.224.294,23";"10.224.294,23";"177.414,63";
"01/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"666.666,66";"0,00";"0,00";"7.027.281,67";
"05/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.029.700,95";"1.029.700,95";"592.992,58";
"07/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"380.596,44";"380.596,44";"693.267,10";
"10/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"123.256,03";"123.256,03";"147.800,39";
"11/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"6.142.316,00";"16.061,29";"16.061,29";"150.658,86";
"06/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"4.341.017,34";"38.812,22";"38.812,22";"95.138,65";
"02/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"5.000.000,00";"0,00";"0,00";"3.206.069,82";
"08/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"797.909,43";"797.909,43";"672.953,16";
"04/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"3.248.819,15";"3.248.819,15";"2.682.189,56";
"03/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.228.456,53";
"12/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.625,18";"1.625,18";"22.835,91";
"09/2014";"2126 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DOS TRANSPORTE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 200.000,00";"380.091,08";"380.091,08";"51.720,34";
"05/2014";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"296.593,47";
"03/2014";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.780.821,06";
"06/2014";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"243.171,50";
"09/2014";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"48.768,86";
"04/2014";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"811.015,08";
"02/2014";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"820.749,06";
"12/2014";"2044 - PROMOCAO DOS DIREITOS DA JUVENTUDE";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"11,08";
"12/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 339,23";"0,00";"0,00";"0,00";
"01/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"15.000,00";"0,00";"0,00";"0,00";
"11/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 751,00";"0,00";"0,00";"0,00";
"07/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 4.070,00";"2.274,62";"2.274,62";"0,00";
"03/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"8.600,00";"2.768,08";"2.768,08";"0,00";
"06/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"26,03";"2.494,67";"2.494,67";"0,00";
"09/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"1.859,73";"1.859,73";"0,00";
"02/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"- 1.999,00";"2.757,06";"2.757,06";"0,00";
"04/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"8.056,75";"7.325,90";"0,00";
"08/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"0,00";
"05/2014";"2062 - PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"11.937,38";"8.193,27";"8.924,12";"0,00";
"12/2014";"1312 - PROMOÇÃO DA CAPACIDADE RESOLUTIVA E DA HUMANIZAÇÃO NA ATENÇÃ";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"508,82";
"12/2014";"2070 - SEGURANCA PUBLICA COM CIDADANIA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"232.000,00";"0,00";"0,00";"0,00";
"01/2014";"1444 - VIGILÂNCIA, PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"6.216,00";
"12/2014";"1444 - VIGILÂNCIA, PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"23.966,54";
"10/2014";"1444 - VIGILÂNCIA, PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"842,69";
